file,MCD,XvecCos,ECAPACos,WER,logF0_RMSE,Deg_MCD,Deg_XvecCos,Deg_ECAPACos,Deg_WER,Deg_logF0_RMSE
F001_R1_E3_M3_s2_r1_e3_m1_AA.wav,16.02023472831964,0.9004108905792236,0.3662542998790741,1.0,0.556994684785551,0.0,1.0,1.0000001192092896,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AB.wav,27.215843700187886,0.8842517137527466,0.3393740952014923,1.0,0.514906856460899,0.0,1.0,1.0000001192092896,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AC.wav,19.206163101706885,0.8893436193466187,0.26440244913101196,1.0,0.7332014128585977,0.0,1.0,1.0,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AD.wav,27.25232904721514,0.9022347331047058,0.3249821066856384,1.0,0.588322109187541,0.0,1.0,1.0000001192092896,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AE.wav,20.156563382718865,0.9031030535697937,0.30039238929748535,4.0,0.3783229273809386,0.0,1.0,1.0,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AF.wav,22.777723792591992,0.911652684211731,0.32095420360565186,1.0,0.7856621238485655,0.0,0.9999999403953552,1.0,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AG.wav,22.559985934159783,0.8831783533096313,0.38471636176109314,1.0,0.11256300277683273,0.0,1.0,0.9999999403953552,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AH.wav,21.44413029665053,0.905992329120636,0.3909089267253876,1.0,0.5742452865660661,0.0,1.0,1.0,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AI.wav,24.563684277369646,0.896272599697113,0.4222201704978943,1.5,0.5710328490147467,0.0,0.9999998807907104,1.0000001192092896,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AJ.wav,32.15145861922442,0.9011644721031189,0.4920652210712433,1.0,0.4647103784929343,0.0,1.0,1.0,0.0,0.0
F001_R1_E3_M3_s2_r1_e3_m1_AK.wav,28.00131346134319,0.9024111032485962,0.3538571894168854,1.0,0.41666188024842793,0.0,1.0000001192092896,0.9999998807907104,0.0,0.0
