name,ecapa_cos_mean,ecapa_cos_std,count,dnsmos_p808_mean,dnsmos_p808_std,dnsmos_sig_mean,dnsmos_sig_std,dnsmos_bak_mean,dnsmos_bak_std,dnsmos_ovr_mean,dnsmos_ovr_std
original,0.9999999868869781,7.436952758635848e-08,300,3.050243421100435,0.23513381104495876,3.2309267350593416,0.3713587652836165,3.2253586782567814,0.4590828290237858,2.596128871731708,0.37026601122320457
