file,ECAPA_cos,DNSMOS_p808,DNSMOS_sig,DNSMOS_bak,DNSMOS_ovr
M003_R1_E2_M2_AA.wav,1.0000001192092896,3.2921810944875083,3.1183679172746985,2.9220109884795953,2.3256431292351096
M003_R1_E2_M2_AB.wav,1.0,3.181427836418152,3.3635502189529856,3.2309829039322495,2.6179049563711754
M003_R1_E2_M2_AC.wav,0.9999998807907104,2.8578171730041504,3.2324444820865885,3.272727327466191,2.5662648349823214
M003_R1_E2_M2_AD.wav,1.0000001192092896,2.846485455830892,3.0311535039505606,3.0680210702062163,2.339983765216459
M003_R1_E2_M2_AE.wav,1.0,2.9592510291508267,3.189030843905553,2.9756194889997767,2.4986404844202985
M003_R1_E2_M2_AF.wav,1.0,2.919487476348877,3.091279609540835,2.8829522253002846,2.2624018532773738
M003_R1_E2_M2_AG.wav,1.0,3.1027086973190308,3.3484872790122044,3.180983585611121,2.6164166749535687
M003_R1_E2_M2_AH.wav,1.0,2.876559257507324,2.976881783433119,2.5480761186033596,2.110617602106643
M003_R1_E2_M2_AI.wav,1.0000001192092896,3.23231782913208,2.9241528288610645,2.466443877171555,2.1407657243613984
M003_R1_E2_M2_AJ.wav,0.9999998211860657,2.867779220853533,3.2570436359602355,3.313375839382057,2.6294221413672716
M003_R1_E2_M2_AK.wav,1.0,2.839757204055786,2.1477570902353906,2.0882030364614774,1.6849341012499552
M003_R1_E2_M2_AL.wav,1.0000001192092896,2.813453038533529,2.6771388661785385,2.1917115765394093,1.875455089924655
M003_R1_E2_M2_AM.wav,0.9999998807907104,2.970482349395752,3.4935440922949508,3.1402106798712928,2.7091487403698062
M003_R1_E2_M2_AN.wav,1.0000001192092896,3.2772700786590576,3.419039999747347,3.1053831641561294,2.680978640403863
M003_R1_E2_M2_AO.wav,0.9999999403953552,2.8733367919921875,3.0386338400306903,3.00511857916909,2.3593393167538848
M003_R1_E2_M2_AP.wav,0.9999998807907104,2.9193718433380127,3.2400830290890608,3.2778323867075274,2.5612532827799557
M003_R1_E2_M2_AQ.wav,1.0000001192092896,2.8998593943459645,3.2660039790723885,3.332627933056575,2.5972858499216414
M003_R1_E2_M2_AR.wav,0.9999999403953552,2.8040130138397217,3.10516396155447,2.803725004747388,2.3091928657878653
M003_R1_E2_M2_AS.wav,0.9999998807907104,2.691090742746989,3.0245113575409217,2.984776612016979,2.282940893870194
M003_R1_E2_M2_AT.wav,1.0,2.9189822673797607,3.4552872775160965,3.2990145770988324,2.744082930337752
M003_R1_E2_M2_AU.wav,0.9999999403953552,2.6496846675872803,2.4006201736438944,2.0880585329338226,1.70504399576814
M003_R1_E2_M2_AV.wav,1.0,3.1461035013198853,3.5663093203844447,3.5268342448404564,2.952530479319343
M003_R1_E2_M2_AW.wav,1.0,3.0503580570220947,3.364183059581672,3.1574705378235457,2.565950385756809
M003_R1_E2_M2_AX.wav,1.0,3.0438477039337157,3.120625769607224,2.7581148205367843,2.3283203703267725
M003_R1_E2_M2_AY.wav,1.0,2.766140937805176,2.7635238149204375,2.351232008589176,2.0277791140285903
M003_R1_E2_M2_AZ.wav,1.0,3.0932564735412598,3.0668605399806763,3.245707026213878,2.4484803762646825
M003_R1_E2_M2_BA.wav,1.0,2.8571162621180215,3.002630283961001,3.2777035503251652,2.4042553171509558
M003_R1_E2_M2_BB.wav,1.0000001192092896,3.2742279257093156,3.5770350532519797,3.603936656554663,2.938392628375342
M003_R1_E2_M2_BC.wav,1.0,2.8828465257372176,3.335880730952001,3.1813119690817575,2.5925525949660932
M003_R1_E2_M2_BD.wav,0.9999998807907104,3.1065924167633057,3.44148451693014,3.4545575666009967,2.7965845279696273
M003_R1_E2_M2_BE.wav,1.0,3.0953454971313477,3.1914566583006745,3.642638253856339,2.6656953916516453
M003_R1_E2_M2_BF.wav,0.9999999403953552,2.8922765254974365,3.4835999322929188,3.3427576272539903,2.767418949274982
M003_R1_E2_M2_BG.wav,0.9999998807907104,3.191138744354248,3.5390545167772807,3.7453537947810487,2.9718236482551283
M003_R1_E2_M2_BH.wav,1.0,2.5675401210784914,2.6597397519005623,2.796558398963703,2.0516998605895007
