file,ECAPA_cos,DNSMOS_p808,DNSMOS_sig,DNSMOS_bak,DNSMOS_ovr
F001_R1_E2_M2_BP.wav,0.5815097093582153,2.670563022295634,3.282451803253652,3.3825936298236248,2.6510189331857092
F001_R1_E2_M2_BQ.wav,0.589631199836731,2.6757785933358327,3.405991656300471,3.3661074793195502,2.7349943460290143
F001_R1_E2_M2_BR.wav,0.5567501187324524,2.4652668635050454,3.5243414583650856,3.559745059354872,2.9103291386961936
F001_R1_E2_M2_BS.wav,0.58702152967453,2.68084716796875,2.963931230949314,2.99373999339864,2.2646275677561625
F001_R1_E2_M2_BT.wav,0.6149312853813171,2.6712119919913158,3.300161528187833,3.3675215875825946,2.6859381720338784
F001_R1_E2_M2_BU.wav,0.6379600763320923,2.59742157799857,3.368164670327382,3.450232717718484,2.768263523631656
F001_R1_E2_M2_BV.wav,0.5838586091995239,2.498358726501465,3.3616929361800576,3.381106670194123,2.717872720292567
F001_R1_E2_M2_BW.wav,0.594277560710907,2.615464687347412,3.5231864324403066,3.5226091362625516,2.892941384678892
F001_R1_E2_M2_BX.wav,0.7722373604774475,2.6162383556365967,3.3044860128257407,2.8534129352635196,2.4333251609130797
F002_R1_E2_M2_AA.wav,0.7459349632263184,2.6780974864959717,3.4823610151750266,3.653403358629827,2.9516796413903688
F002_R1_E2_M2_AB.wav,0.7034425735473633,2.8725109100341797,3.521086337079183,3.638777131276429,2.9648681780837247
F002_R1_E2_M2_AC.wav,0.7089507579803467,2.817704439163208,3.5181300622834426,3.58119625384751,2.947973784281372
F002_R1_E2_M2_AD.wav,0.7055756449699402,2.7037270069122314,3.480200048561497,3.5620709234399066,2.9223846459462526
F002_R1_E2_M2_AE.wav,0.6035159826278687,3.1207881371180215,3.5682044886973334,3.7505540299496025,3.094386090010977
F002_R1_E2_M2_AF.wav,0.7207950353622437,2.582990884780884,3.122158682569578,2.8515302729489966,2.3853810613136472
F002_R1_E2_M2_AG.wav,0.650867223739624,2.733574628829956,3.587699920844951,3.702012763270102,3.0746551104025084
F002_R1_E2_M2_AH.wav,0.6229726076126099,2.771494507789612,3.545865657259734,3.6697681205847794,3.034871474704942
F002_R1_E2_M2_AI.wav,0.6858540773391724,2.8438544273376465,3.431847858431528,3.466535126736479,2.8166743371278327
F002_R1_E2_M2_AJ.wav,0.6812320947647095,2.5772623334612166,3.6743467821254447,3.8292186586327683,3.238235935615873
F002_R1_E2_M2_AK.wav,0.6436161398887634,3.0623786449432373,3.6323065925570277,3.708390283958521,3.1216552626525673
F002_R1_E2_M2_AL.wav,0.7716692686080933,2.9222257137298584,3.4573757764692634,3.6606123803657122,2.9577425528389902
F002_R1_E2_M2_AM.wav,0.7007755041122437,3.2070119380950928,3.489170444830724,3.2402833839275362,2.766857117058241
F002_R1_E2_M2_AN.wav,0.6173903346061707,3.095542311668396,3.6171730739689982,3.7372027525421974,3.094539828759485
F002_R1_E2_M2_AO.wav,0.6813192963600159,2.336011682237898,2.530134857654531,2.519727891313131,2.024194290024126
F002_R1_E2_M2_AP.wav,0.6561633348464966,2.87788724899292,3.52092623285045,3.5413232491877276,2.8851004316775293
F002_R1_E2_M2_AQ.wav,0.5984413623809814,2.6372810431889127,3.4978262718862405,3.862317554629102,3.0692059866284436
F002_R1_E2_M2_AR.wav,0.6217563152313232,2.9367599487304688,3.564001364528011,3.633125728207391,3.026945932256815
F002_R1_E2_M2_AS.wav,0.6024751663208008,2.916891574859619,3.604582780827052,3.697196783993378,3.0573074152767488
F002_R1_E2_M2_AT.wav,0.6132279634475708,3.0275509357452393,3.4652090932517674,3.6736292321194757,2.940446803524716
F002_R1_E2_M2_AU.wav,0.6359037160873413,2.5547375679016113,3.238797713446247,2.9389677915462675,2.4948672546588067
F002_R1_E2_M2_AV.wav,0.7128307819366455,2.867378997802734,3.460051212663734,3.400858500295471,2.789636518642947
F002_R1_E2_M2_AW.wav,0.6382325291633606,2.7249567985534666,3.4203767051217504,3.29857058795996,2.7246112449489805
F002_R1_E2_M2_AX.wav,0.631709098815918,2.9216647148132324,3.431064639767158,3.0709082206106615,2.6260441302041033
F002_R1_E2_M2_AY.wav,0.6684483289718628,2.535377332142421,1.814512200285256,1.7679265080607582,1.4690730939684558
F002_R1_E2_M2_AZ.wav,0.7728893756866455,2.7355213165283203,3.3323487461061223,3.619583783108623,2.7723430028138796
F002_R1_E2_M2_BA.wav,0.7668960094451904,2.7163681189219155,3.3421948750656347,3.5978873699999645,2.8504881129778252
F002_R1_E2_M2_BB.wav,0.660819411277771,2.424671212832133,3.527384241327957,3.6674098974180462,2.9757341758267892
F002_R1_E2_M2_BC.wav,0.702519416809082,2.7662898812975203,3.328265754553513,3.25688469311877,2.681903649603521
F002_R1_E2_M2_BD.wav,0.6372184157371521,2.890460729598999,3.4077131518963806,3.6225472079741747,2.853951485243111
F002_R1_E2_M2_BE.wav,0.7366119623184204,2.845966236931937,3.636513558449956,3.880101352651183,3.1718199519914827
