file,ECAPA_cos,DNSMOS_p808,DNSMOS_sig,DNSMOS_bak,DNSMOS_ovr
F001_R1_E2_M2_AA.wav,0.3826759457588196,3.172817866007487,3.1310910988255345,4.08226782260746,2.866260213857243
F001_R1_E2_M2_AB.wav,0.36946171522140503,3.07754909992218,3.5627549821345896,4.191831696414981,3.3645679986325217
F001_R1_E2_M2_AC.wav,0.23888444900512695,2.9330382347106934,2.9668048591305585,4.042407686422836,2.7119601154685062
F001_R1_E2_M2_AD.wav,0.43910908699035645,2.878174622853597,3.013785581006871,4.04202060688971,2.7274460168707164
F001_R1_E2_M2_AE.wav,0.33471158146858215,2.9995436668395996,3.4284295830224134,3.9098332966210956,3.0958535725114933
F001_R1_E2_M2_AF.wav,0.3386300504207611,2.994842290878296,3.135160351765384,4.082471646827484,2.872255987880099
F001_R1_E2_M2_AG.wav,0.39976465702056885,2.7551748752593994,3.231852969617208,4.135361993700628,2.982570979645434
F001_R1_E2_M2_AH.wav,0.25147464871406555,3.019500970840454,3.0894623051680985,4.112289946375976,2.888153668270198
F001_R1_E2_M2_AI.wav,0.23905453085899353,3.5661357641220093,3.4973252943439803,4.200464336069532,3.271279476076697
F001_R1_E2_M2_AJ.wav,0.4531373381614685,3.0358729362487793,3.490027522361609,4.230746247972926,3.305930946906994
F001_R1_E2_M2_AK.wav,0.26845335960388184,3.0523462295532227,3.2222608938181665,4.127943583862473,2.9967624809783637
F001_R1_E2_M2_AL.wav,0.29912611842155457,3.250291585922241,2.925758206045286,3.9875113344450046,2.630000143515163
F001_R1_E2_M2_AM.wav,0.35513171553611755,3.1908727884292603,3.4000984078375858,4.146561888084226,3.1382483326185993
F001_R1_E2_M2_AN.wav,0.3503034710884094,2.9771269957224527,3.3236873528200523,4.008641663892651,3.036060931412983
F001_R1_E2_M2_AO.wav,0.33440595865249634,2.7344565391540527,2.9209514646814685,3.902047615331072,2.588502691830965
F001_R1_E2_M2_AP.wav,0.41195160150527954,3.344970703125,3.80734050809618,4.283350105434552,3.6173455426763947
F001_R1_E2_M2_AQ.wav,0.36867639422416687,2.5519909177507674,3.0169129738005673,4.086463099901278,2.7986608129761277
F001_R1_E2_M2_AR.wav,0.45759743452072144,3.0602790117263794,3.2662262795571233,4.107788867333994,3.035830773706384
F001_R1_E2_M2_AS.wav,0.28330695629119873,3.2758777141571045,3.08647370273443,4.029524484900719,2.814508863745767
F001_R1_E2_M2_AT.wav,0.3922736644744873,2.709662437438965,3.0657567949048983,4.042766500469645,2.818060565623101
F001_R1_E2_M2_AU.wav,0.26019832491874695,2.8317359685897827,3.2755359706433165,4.15257998034794,3.034830117957211
F001_R1_E2_M2_AV.wav,0.3427826166152954,3.4190558989842734,3.34157321603061,4.1451743180168625,3.1060007917278316
F001_R1_E2_M2_AW.wav,0.3148452937602997,3.649313449859619,3.5514995953425204,4.211602431209587,3.3364197171029097
F001_R1_E2_M2_AX.wav,0.30672991275787354,3.535179615020752,3.3944008724106642,4.115284179857331,3.1441039876254138
F001_R1_E2_M2_AY.wav,0.46458008885383606,2.8322596549987793,3.428762123704454,4.17372050179736,3.201918032617992
F001_R1_E2_M2_AZ.wav,0.2955411672592163,3.061285376548767,3.6358653718259704,4.236740424703629,3.4403475869508777
F001_R1_E2_M2_BA.wav,0.36611664295196533,3.249725375856672,3.0080606125816596,4.055670505122275,2.716146096877862
F001_R1_E2_M2_BB.wav,0.37311333417892456,3.0706798008510043,3.2482247619263416,4.107922249869145,2.9919383322663835
F001_R1_E2_M2_BC.wav,0.3092038035392761,2.8563462666102817,3.52840503801094,4.117004830721469,3.268480074219093
F001_R1_E2_M2_BD.wav,0.4419434666633606,3.477041562398275,3.535397607579084,4.2197370709639666,3.327534235468132
F001_R1_E2_M2_BE.wav,0.45997005701065063,3.1846615246364047,3.5311381006141436,4.220202030927648,3.3216587470668797
F001_R1_E2_M2_BF.wav,0.2916063070297241,3.305825335638864,3.5893894179964616,4.218024030762732,3.3688153412246433
F001_R1_E2_M2_BG.wav,0.26020950078964233,3.281545877456665,3.3797956289407916,4.073643759794429,3.1103465034086955
F001_R1_E2_M2_BH.wav,0.40122705698013306,2.6095125675201416,3.229378738751388,4.127291107804538,2.9721403277493352
F001_R1_E2_M2_BI.wav,0.44183892011642456,3.526885986328125,3.4241317308750863,4.054727471289442,3.1004405257783496
F001_R1_E2_M2_BJ.wav,0.350963294506073,3.1576118809836253,3.45413698613892,4.127909933237258,3.197299189989208
F001_R1_E2_M2_BK.wav,0.2776235044002533,3.0015310049057007,3.446313325310891,4.126976909208457,3.189346051708429
F001_R1_E2_M2_BL.wav,0.37572965025901794,3.3882620334625244,3.22971754974649,4.0332189309953135,2.914757105226388
F001_R1_E2_M2_BM.wav,0.26192373037338257,3.3040719032287598,3.513173855797136,4.1883272713620565,3.29591775166195
F001_R1_E2_M2_BN.wav,0.39118799567222595,2.8553505341211953,2.9033598898358526,4.00285916033906,2.6164011597118972
F001_R1_E2_M2_BO.wav,0.34208783507347107,3.083672285079956,3.503494970838802,4.158367941344914,3.2233053055105376
F001_R1_E2_M2_BP.wav,0.3126993477344513,2.7919074296951294,3.4506455584168534,4.113004661800265,3.1775515106713574
F001_R1_E2_M2_BQ.wav,0.4081491231918335,2.92274124281747,3.2488425443471844,4.049944520667355,2.965965701683863
F001_R1_E2_M2_BR.wav,0.44825121760368347,2.951390107472738,3.135135510534266,3.944280044461623,2.8248676426851755
F001_R1_E2_M2_BS.wav,0.3154025077819824,2.8729660511016846,3.1226167164285337,3.794015031464287,2.7123782760183595
F001_R1_E2_M2_BT.wav,0.3235953450202942,3.0578948770250594,3.506544483931317,4.185075420222262,3.272397852796233
