name,ecapa_cos_mean,ecapa_cos_std,count,dnsmos_p808_mean,dnsmos_p808_std,dnsmos_sig_mean,dnsmos_sig_std,dnsmos_bak_mean,dnsmos_bak_std,dnsmos_ovr_mean,dnsmos_ovr_std
original,0.9999999868869781,7.436952758635848e-08,300,3.050243421100435,0.23513381104495876,3.2309267350593416,0.3713587652836165,3.2253586782567814,0.4590828290237858,2.596128871731708,0.37026601122320457
degrade,0.9494669326146443,0.041764857755093844,300,2.803015498628692,0.2353215734550551,2.4490575133884236,0.8251526660236204,1.9792567965151198,0.6208523921044735,1.7907272296298289,0.5290055705886365
degrade miipher 1,0.6960392619172732,0.08371855199385392,300,3.536531817578134,0.2930578353680913,3.3452072112208695,0.1907791842371167,4.061753196933847,0.10214940153058852,3.0796673145208087,0.20281000017931688
degrade miipher 2,0.5817394973834356,0.09278366621742871,300,3.52539063676766,0.2822241986329082,3.450766743734333,0.1577692680069384,4.139106441758816,0.06758571521132932,3.2084055728880414,0.16888700459298622
